orderid,unitno,modelid,evalcode,asample,prev,preva,oilchangelast,oilhours,PQI,Pb,Al,P,Ca,Zn,Cu,Si,Na,K,Mo,B,Fe,ST,V40,OXI,NIT,SUL
1669,LL,HME Model 1 type 2,C,0,3,0,0,508,0,2,2,910,2609,1032,5,10,83,229,27,5,23,48,122.5,15,8,24
1670,LL,HME Model 1 type 2,C,0,3,0,1,235,0,0,1,976,2601,1069,1,8,84,209,25,6,12,28,116.2,12,6,20
1671,LL,HME Model 1 type 2,C,0,3,0,0,452,0,1,2,926,2472,972,2,13,142,337,41,8,15,33,118.8,12,7,20
1673,LL,HME Model 1 type 2,C,0,3,0,0,372,0,0,1,979,2629,1025,1,15,171,350,49,9,17,36,119.3,15,8,22
1674,LL,HME Model 1 type 2,C,0,3,0,1,172,1,0,2,871,2158,911,6,11,107,264,33,9,9,16,118,14,6,21
1675,LL,HME Model 1 type 2,C,0,3,0,1,174,1,2,1,859,2351,955,7,15,164,380,47,9,19,40,124.6,13,7,21
1676,LL,HME Model 1 type 2,C,0,3,0,1,196,0,0,2,943,2551,1019,2,8,67,181,22,7,11,24,120.8,14,6,21
1677,LL,HME Model 1 type 2,C,0,3,0,0,483,3,1,1,929,2373,953,1,18,172,364,51,9,13,31,121.7,13,7,21
1678,LL,HME Model 1 type 2,C,0,3,0,1,217,1,0,1,958,2657,1030,15,7,53,156,19,9,11,18,121.4,12,6,21
1679,LL,HME Model 1 type 2,C,0,3,0,0,481,3,2,3,956,2488,980,2,21,222,465,70,11,20,38,124.1,14,8,22
1680,LL,HME Model 1 type 2,C,0,3,0,1,257,0,0,1,924,2307,951,1,14,130,312,43,8,11,21,119.2,13,6,21
1681,LL,HME Model 1 type 2,C,0,4,0,0,500,0,1,0,999,2561,1049,2,14,136,329,46,7,12,22,111.9,13,6,22
1682,LL,HME Model 1 type 2,X,0,3,0,1,271,0,2,2,861,2106,865,1,18,198,471,61,11,11,8,68.8,11,6,18
1683,LL,HME Model 1 type 2,C,0,3,0,0,556,0,1,1,1024,2625,1049,1,18,196,446,65,12,13,14,115,13,7,21
1684,LL,HME Model 1 type 2,C,0,3,0,1,242,0,0,2,982,2328,1014,0,5,32,86,11,6,4,2,113.9,12,5,19
1685,LL,HME Model 1 type 2,C,0,3,0,0,463,1,0,2,959,2595,1024,1,5,37,98,12,6,22,46,113,13,7,21
1686,LL,HME Model 1 type 2,C,0,3,0,1,260,0,0,1,926,2613,1060,0,3,14,36,5,4,13,32,112.7,12,6,20
1687,LL,HME Model 1 type 2,C,0,3,0,0,446,0,0,2,921,2689,1062,2,2,5,14,2,2,19,44,112.2,13,7,21
1688,LL,HME Model 1 type 2,C,0,3,0,1,251,0,0,0,1011,2807,1150,0,0,4,13,2,1,13,30,111.2,12,6,20
1689,LL,HME Model 1 type 2,C,0,3,0,0,391,3,0,0,559,1484,639,0,3,19,50,6,2,11,43,110,13,7,20
1690,LL,HME Model 1 type 2,C,0,3,0,1,140,1,0,2,1026,2710,1137,0,4,27,66,8,2,10,21,110.2,13,6,20
1691,LL,HME Model 1 type 2,C,0,1,1,0,503,1,0,2,877,2393,1010,0,5,27,74,8,2,25,51,110.6,13,7,23
1692,LL,HME Model 1 type 2,A,1,3,0,1,278,1,0,1,921,2607,1065,0,2,2,6,1,0,16,40,109.9,12,7,21
1693,LL,HME Model 1 type 2,C,0,1,1,0,437,0,0,1,961,2703,1063,0,1,2,0,0,0,24,54,109.7,13,7,21
1694,LL,HME Model 1 type 2,A,1,1,1,1,194,0,0,1,934,2479,1041,0,5,0,2,0,1,2,0,112.1,11,4,19
1695,LL,HME Model 1 type 2,A,1,3,0,0,547,1,0,2,920,2368,1026,0,5,1,2,0,2,2,0,111.5,10,3,17
1696,LL,HME Model 1 type 2,C,0,1,1,1,291,1,0,0,945,2645,1068,0,7,0,1,1,1,19,12,110.1,13,6,19
1697,LL,HME Model 1 type 2,A,1,1,1,0,447,0,0,2,912,2383,1003,0,6,0,2,1,2,2,0,114.3,11,3,17
1698,LL,HME Model 1 type 2,A,1,1,1,1,211,0,0,1,909,2355,989,0,5,1,2,0,0,2,0,117,9,3,17
1699,LL,HME Model 1 type 2,A,1,1,1,0,516,1,0,0,967,2515,1034,0,5,4,2,0,0,3,0,115.3,11,4,19
1700,LL,HME Model 1 type 2,A,1,2,0,1,253,3,0,0,991,2442,1044,0,5,3,2,0,0,3,0,108.6,11,4,17
1701,LL,HME Model 1 type 2,B,0,2,0,1,175,4,0,2,918,2481,1038,0,3,12,3,0,1,18,32,110,12,6,20
1702,LL,HME Model 1 type 2,B,0,2,0,0,245,0,0,2,925,2458,1036,0,2,12,2,0,1,12,19,112.5,12,5,20
1703,LL,HME Model 1 type 2,B,0,4,0,1,175,0,0,1,960,2590,1038,0,3,8,2,1,1,9,10,113.4,12,5,19
1704,LL,HME Model 1 type 2,X,0,2,0,0,442,3,0,2,821,2188,939,0,5,16,2,0,1,5,0,62.2,11,4,18
1705,LL,HME Model 1 type 2,B,0,2,0,1,228,0,1,2,939,2577,1092,1,2,14,4,1,1,20,51,112.1,14,7,23
1706,LL,HME Model 1 type 2,B,0,2,0,0,515,0,1,2,921,2513,1064,1,2,8,2,0,1,25,72,110.8,14,8,23
1707,LL,HME Model 1 type 2,B,0,2,0,1,264,0,0,2,916,2460,1057,1,2,12,1,0,1,14,44,112.7,12,6,21
1710,DD,HME Model 1 type 2,B,0,2,0,1,541,0,4,2,831,2510,991,3,3,5,0,0,1,24,37,107.6,14,8,22
1711,DD,HME Model 1 type 2,B,0,2,0,0,531,6,4,4,800,2308,935,6,5,5,0,0,0,32,44,104.4,14,8,22
1712,DD,HME Model 1 type 2,B,0,2,0,1,284,1,0,2,761,2175,907,1,2,0,2,0,0,14,24,104.5,14,7,20
1713,DD,HME Model 1 type 2,B,0,1,1,0,542,0,3,3,813,2404,967,3,3,3,2,0,0,22,36,99.3,14,8,21
1714,DD,HME Model 1 type 2,A,1,2,0,1,242,2,0,2,833,2330,956,3,3,6,2,0,0,9,16,94.8,12,6,19
1715,DD,HME Model 1 type 2,B,0,2,0,0,429,11,4,2,788,2291,957,16,2,0,3,1,3,15,21,109.8,14,7,21
1716,DD,HME Model 1 type 2,B,0,2,0,1,177,1,1,1,775,2103,918,2,2,2,2,1,2,7,9,112.3,12,5,18
1717,DD,HME Model 1 type 2,B,0,2,0,0,483,0,2,2,839,2542,1016,2,3,2,2,0,3,16,18,113.7,12,7,19
1719,DD,HME Model 1 type 2,B,0,2,0,0,374,3,0,2,966,2585,1068,0,4,2,2,0,4,17,16,104.7,15,8,22
1720,DD,HME Model 1 type 2,B,0,2,0,1,171,2,0,1,926,2480,1060,0,1,2,2,0,2,9,10,107.1,14,6,21
1721,DD,HME Model 1 type 2,B,0,1,1,0,521,0,2,2,837,2289,987,1,3,6,3,1,2,19,29,103.4,15,8,22
1722,DD,HME Model 1 type 2,A,1,2,0,1,268,0,1,1,880,2343,980,0,2,4,3,0,0,11,18,107.3,12,6,19
1723,DD,HME Model 1 type 2,B,0,2,0,0,478,0,3,2,922,2567,1084,1,2,4,2,0,2,20,24,107.5,12,6,18
1724,DD,HME Model 1 type 2,B,0,2,0,1,241,0,1,1,880,2389,1017,0,2,2,0,0,3,10,16,106.2,13,6,21
1725,DD,HME Model 1 type 2,B,0,1,1,0,500,6,4,3,942,2591,1079,1,4,4,2,0,2,23,29,110.3,14,7,20
1726,DD,HME Model 1 type 2,A,1,1,1,1,242,0,2,3,927,2529,1059,0,2,4,3,0,1,10,15,108.1,13,6,20
1727,DD,HME Model 1 type 2,A,1,1,1,0,464,4,2,3,914,2447,1017,0,3,1,2,0,4,18,28,100.9,14,7,21
1728,DD,HME Model 1 type 2,A,1,1,1,1,254,0,0,2,938,2629,1051,0,2,3,2,0,3,9,13,106.2,12,6,19
1729,DD,HME Model 1 type 2,A,1,1,1,0,498,2,0,1,955,2518,1035,0,1,3,2,0,0,7,9,104.7,12,5,19
1730,DD,HME Model 1 type 2,A,1,2,0,1,264,0,0,0,967,2669,1091,1,0,0,0,1,0,10,15,106,12,6,19
1731,DD,HME Model 1 type 2,B,0,1,1,0,436,0,2,2,953,2506,1042,1,1,4,5,1,0,16,20,102.6,13,7,21
1732,DD,HME Model 1 type 2,A,1,2,0,1,216,0,0,2,931,2406,991,0,2,3,3,1,0,10,17,103.4,13,6,19
1733,DD,HME Model 1 type 2,B,0,2,0,0,506,4,3,2,841,2345,995,0,2,0,3,0,0,21,31,101.8,13,7,22
1734,DD,HME Model 1 type 2,B,0,1,1,1,271,0,2,2,921,2467,1012,1,3,3,3,0,0,13,18,103.5,13,6,18
1735,DD,HME Model 1 type 2,A,1,2,0,0,507,4,3,2,898,2471,1038,1,2,4,1,0,0,20,30,99.9,13,7,21
1736,DD,HME Model 1 type 2,B,0,3,0,1,253,0,0,2,981,2647,1129,0,3,8,0,1,0,13,21,102.6,12,6,19
1737,DD,HME Model 1 type 2,C,0,2,0,0,499,9,4,3,919,2674,1041,1,2,2,0,1,1,32,41,102,14,8,22
1738,DD,HME Model 1 type 2,B,0,3,0,1,256,3,1,1,668,1843,776,0,2,0,0,0,1,14,23,98.3,12,6,19
1739,DD,HME Model 1 type 2,C,0,4,0,0,506,31,6,4,942,2688,1089,3,7,2,2,2,2,42,49,102.8,15,8,22
1740,DD,HME Model 1 type 2,X,0,3,0,1,234,3,2,4,894,2572,1060,2,5,1,2,1,2,28,25,107.3,12,6,19
1741,DD,HME Model 1 type 2,C,0,2,0,0,526,0,3,2,981,2787,1116,5,3,5,3,0,0,32,38,100.6,15,8,23
1742,DD,HME Model 1 type 2,B,0,3,0,1,249,3,2,2,908,2439,1020,4,2,1,2,0,0,15,20,100.6,13,6,20
1743,DD,HME Model 1 type 2,C,0,2,0,0,511,0,7,2,931,2711,1061,36,3,11,6,1,0,37,40,100.5,15,8,23
1744,DD,HME Model 1 type 2,B,0,2,0,1,264,0,1,1,925,2585,1040,6,2,10,6,1,1,16,19,103.9,13,7,21
1745,DD,HME Model 1 type 2,B,0,3,0,0,479,0,3,2,838,2436,1022,3,3,16,23,3,2,26,33,105,15,8,22
1746,DD,HME Model 1 type 2,C,0,2,0,1,236,0,1,1,913,2450,1026,1,2,24,26,3,2,12,13,102.1,12,6,19
1747,DD,HME Model 1 type 2,B,0,1,1,0,436,0,2,2,806,2302,984,1,2,7,1,0,1,22,26,103.4,14,8,21
1748,DD,HME Model 1 type 2,A,1,3,0,1,255,0,2,2,901,2444,1032,1,2,8,2,0,1,15,19,102.6,13,7,21
1751,CC,HME Model 1 type 2,X,0,3,0,1,275,0,1,2,896,2522,1033,2,3,6,2,0,0,23,15,113.8,17,8,23
1752,CC,HME Model 1 type 2,C,0,3,0,0,531,3,5,1,844,2422,998,4,3,4,2,2,5,41,26,118.2,21,10,27
1753,CC,HME Model 1 type 2,C,0,3,0,1,260,0,1,3,933,2622,1079,2,4,5,1,0,1,24,11,113.1,18,9,24
1754,CC,HME Model 1 type 2,C,0,1,1,0,487,6,4,2,926,2679,1083,5,2,6,4,0,0,30,26,118.4,20,10,26
1755,CC,HME Model 1 type 2,A,1,2,0,1,247,4,0,2,905,2478,1027,1,2,4,4,0,2,10,8,112.6,13,6,19
1756,CC,HME Model 1 type 2,B,0,3,0,0,479,0,0,0,857,2227,988,4,2,6,9,1,0,5,2,112.1,12,5,19
1757,CC,HME Model 1 type 2,C,0,3,0,1,259,0,2,2,866,2299,993,27,8,41,93,14,3,10,10,113,15,6,22
1758,CC,HME Model 1 type 2,C,0,2,0,0,443,0,3,2,827,2171,927,31,13,114,255,34,9,13,9,113.9,14,7,22
1759,CC,HME Model 1 type 2,B,0,2,0,1,192,0,1,2,836,2485,1019,9,2,0,2,1,2,8,6,111.3,13,6,20
1760,CC,HME Model 1 type 2,B,0,1,1,0,506,0,1,2,822,2244,967,5,2,3,2,0,2,10,8,114.7,15,7,22
1761,CC,HME Model 1 type 2,A,1,2,0,1,271,0,2,1,794,2364,999,6,1,0,1,0,0,13,10,115.7,15,7,22
1763,CC,HME Model 1 type 2,A,1,3,0,0,387,0,2,1,922,2575,1065,7,3,5,1,1,7,11,5,117,14,6,22
1764,CC,HME Model 1 type 2,C,0,2,0,1,255,3,2,2,931,2621,1079,9,2,3,2,1,3,20,16,117.4,16,8,24
1765,CC,HME Model 1 type 2,B,0,2,0,0,505,0,3,2,882,2495,1073,18,2,6,2,1,2,29,30,118.8,19,9,26
1766,CC,HME Model 1 type 2,B,0,2,0,1,236,0,1,1,912,2528,1047,9,2,4,2,0,0,17,16,115.7,15,7,21
1768,CC,HME Model 1 type 2,B,0,2,0,1,294,0,0,2,925,2563,1087,41,3,0,1,0,3,19,14,114.8,13,6,20
1770,CC,HME Model 1 type 2,B,0,2,0,1,338,0,2,2,960,2773,1136,243,3,5,3,0,3,21,20,110.1,15,7,23
1771,CC,HME Model 1 type 2,B,0,2,0,0,434,0,2,2,1052,3010,1223,322,3,1,3,0,2,26,22,112.7,14,7,22
1772,CC,HME Model 1 type 2,B,0,2,0,1,215,0,1,2,921,2575,1074,64,2,1,2,0,1,15,16,109,14,6,21
1773,CC,HME Model 1 type 2,B,0,1,1,0,496,0,2,2,903,2552,1073,193,1,5,2,0,0,28,29,108,15,8,23
1774,CC,HME Model 1 type 2,A,1,2,0,1,242,0,1,2,914,2586,1071,21,1,1,2,0,1,15,17,115.6,14,7,21
1775,CC,HME Model 1 type 2,B,0,2,0,0,514,8,2,2,949,2616,1079,49,2,6,3,0,0,32,33,104.4,14,8,22
1776,CC,HME Model 1 type 2,B,0,2,0,1,255,8,0,2,934,2665,1118,10,2,1,2,0,0,16,16,103.6,12,6,20
1779,CC,HME Model 1 type 2,B,0,2,0,1,266,0,2,0,963,2700,1063,2,8,1,2,1,2,13,22,111.1,12,6,19
1780,CC,HME Model 1 type 2,B,0,2,0,0,507,6,3,3,991,2921,1120,3,5,1,3,0,2,22,24,120.3,14,7,21
1781,CC,HME Model 1 type 2,B,0,2,0,1,277,0,2,2,926,2679,1051,2,2,3,2,0,0,14,14,112.7,12,6,19
1782,CC,HME Model 1 type 2,B,0,1,1,0,508,1,2,2,954,2794,1092,2,3,3,4,0,1,18,23,113.3,13,7,19
1783,CC,HME Model 1 type 2,A,1,2,0,1,289,3,1,2,887,2570,1031,1,2,5,3,0,0,10,12,111.9,13,7,21
1784,CC,HME Model 1 type 2,B,0,1,1,0,573,0,4,1,935,2871,1068,4,2,10,2,1,1,24,27,117.4,14,7,20
1785,CC,HME Model 1 type 2,A,1,2,0,1,363,0,3,0,911,2611,1037,2,2,9,2,0,0,14,14,116.4,12,6,19
1786,CC,HME Model 1 type 2,B,0,2,0,0,448,0,3,2,951,2709,1087,5,2,12,3,0,1,22,19,112.3,12,7,19
1787,CC,HME Model 1 type 2,B,0,2,0,1,233,1,2,2,913,2602,1069,3,2,14,2,0,1,13,15,111.1,14,7,21
1788,CC,HME Model 1 type 2,B,0,1,1,0,530,3,4,1,836,2429,998,6,2,4,3,0,1,25,28,116.3,14,7,21
1789,CC,HME Model 1 type 2,A,1,1,1,1,270,0,2,0,972,2576,1101,3,2,4,3,0,1,11,15,109.7,13,6,19
